year;universityId;subjectAreaId;InstitutionalValue;InternationalValue;NationalValue;SingleAuthorshipValue
2012;Białystok University of Technology;Nursing;None;None;None;None
2013;Białystok University of Technology;Nursing;None;None;None;None
2014;Białystok University of Technology;Nursing;None;None;None;None
2015;Białystok University of Technology;Nursing;None;None;None;None
2016;Białystok University of Technology;Nursing;0.0;0.0;113.0;0.0
2017;Białystok University of Technology;Nursing;None;None;None;None
2018;Białystok University of Technology;Nursing;0.0;0.0;30.0;0.0
2019;Białystok University of Technology;Nursing;None;None;None;None
2020;Białystok University of Technology;Nursing;8.0;0.0;10.0;0.0
2021;Białystok University of Technology;Nursing;0.0;14.0;0.0;0.0
2022;Białystok University of Technology;Nursing;0.0;0.0;3.0;0.0
2023;Białystok University of Technology;Nursing;None;None;None;None
2012;Cracow University of Technology;Nursing;None;None;None;None
2013;Cracow University of Technology;Nursing;None;None;None;None
2014;Cracow University of Technology;Nursing;None;None;None;None
2015;Cracow University of Technology;Nursing;None;None;None;None
2016;Cracow University of Technology;Nursing;None;None;None;None
2017;Cracow University of Technology;Nursing;None;None;None;None
2018;Cracow University of Technology;Nursing;None;None;None;None
2019;Cracow University of Technology;Nursing;0.0;0.0;4.0;0.0
2020;Cracow University of Technology;Nursing;7.0;8.0;0.0;0.0
2021;Cracow University of Technology;Nursing;None;None;None;None
2022;Cracow University of Technology;Nursing;0.0;0.0;1.0;0.0
2023;Cracow University of Technology;Nursing;0.0;0.0;0.0;0.0
2012;University of Białystok;Nursing;None;None;None;None
2013;University of Białystok;Nursing;None;None;None;None
2014;University of Białystok;Nursing;None;None;None;None
2015;University of Białystok;Nursing;None;None;None;None
2016;University of Białystok;Nursing;None;None;None;None
2017;University of Białystok;Nursing;None;None;None;None
2018;University of Białystok;Nursing;0.0;0.0;2.0;0.0
2019;University of Białystok;Nursing;None;None;None;None
2020;University of Białystok;Nursing;0.0;0.0;13.0;0.0
2021;University of Białystok;Nursing;0.0;14.0;1.0;0.0
2022;University of Białystok;Nursing;0.0;2.0;1.0;0.0
2023;University of Białystok;Nursing;None;None;None;None
2012;Warsaw University of Technology;Nursing;None;None;None;None
2013;Warsaw University of Technology;Nursing;0.0;20.0;0.0;0.0
2014;Warsaw University of Technology;Nursing;0.0;0.0;0.5;0.0
2015;Warsaw University of Technology;Nursing;None;None;None;None
2016;Warsaw University of Technology;Nursing;None;None;None;None
2017;Warsaw University of Technology;Nursing;None;None;None;None
2018;Warsaw University of Technology;Nursing;0.0;0.0;18.0;0.0
2019;Warsaw University of Technology;Nursing;0.0;21.0;6.0;0.0
2020;Warsaw University of Technology;Nursing;0.0;16.0;11.0;0.0
2021;Warsaw University of Technology;Nursing;0.0;14.0;2.0;0.0
2022;Warsaw University of Technology;Nursing;None;None;None;None
2023;Warsaw University of Technology;Nursing;0.0;0.0;0.0;0.0
2012;Poznan University of Economics and Business;Nursing;None;None;None;None
2013;Poznan University of Economics and Business;Nursing;None;None;None;None
2014;Poznan University of Economics and Business;Nursing;112.0;0.0;0.0;0.0
2015;Poznan University of Economics and Business;Nursing;None;None;None;None
2016;Poznan University of Economics and Business;Nursing;None;None;None;None
2017;Poznan University of Economics and Business;Nursing;27.0;0.0;21.0;0.0
2018;Poznan University of Economics and Business;Nursing;5.0;0.0;9.0;22.0
2019;Poznan University of Economics and Business;Nursing;0.0;16.333334;48.0;0.0
2020;Poznan University of Economics and Business;Nursing;0.0;0.0;6.0;0.0
2021;Poznan University of Economics and Business;Nursing;3.0;7.0;0.0;0.0
2022;Poznan University of Economics and Business;Nursing;None;None;None;None
2023;Poznan University of Economics and Business;Nursing;None;None;None;None
2012;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;48.0;12.75;0.0
2013;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;2.0;4.0;16.625;0.0
2014;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;2.0;18.2;0.0
2015;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;2.5;47.0;22.166666;0.0
2016;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;24.25;22.333334;0.0
2017;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;10.333333;16.90909;0.0
2018;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;28.0;16.25;8.0;11.0
2019;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;8.5;4.0;19.875;0.0
2020;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;27.5;4.2;0.0
2021;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;4.3333335;3.2727273;3.2666667;0.0
2022;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;2.3333333;2.1111112;1.3846154;0.0
2023;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;0.0;1.0;0.0
2012;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;None;None;None;None
2013;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;56.0;0.0;0.0
2014;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;None;None;None;None
2015;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;40.5;42.0;0.0
2016;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;300.5;16.0;53.0;0.0
2017;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;19.666666;1.0;31.333334;0.0
2018;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;40.0;0.0;5.0;0.0
2019;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;6.0;34.5;18.75;0.0
2020;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;11.666667;3.0;0.0
2021;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;1.0;8.333333;0.0
2022;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;0.6666667;2.0;0.0
2023;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;0.0;0.0;0.0
2012;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;23.5;0.0;39.0;0.0
2013;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;0.0;24.0;57.0
2014;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;0.0;60.0;0.0
2015;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;11.0;0.0;16.166666;84.0
2016;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;45.0;30.0;0.0
2017;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;7.0;23.0;19.2;0.0
2018;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;19.0;11.5;10.0;0.0
2019;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;21.0;19.333334;9.555555;16.0
2020;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;13.5;8.4;10.875;7.0
2021;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;12.25;4.8;6.357143;1.0
2022;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;3.5;3.0;1.6153846;0.0
2023;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;0.6666667;0.42857143;0.0
2012;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;18.333334;6.0;440.0;0.0
2013;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;9.0;13.0;7.0;0.0
2014;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;5.5;29.333334;6.25;26.0
2015;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;10.333333;42.666668;22.25;1.0
2016;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;10.0;57.0;22.333334;0.0
2017;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;6.0;3.0;13.6;0.0
2018;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;6.0;70.0;33.333332;0.0
2019;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;4.6;11.0;15.888889;3.0
2020;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;13.0;8.125;7.75;0.0
2021;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;0.0;10.333333;11.6;0.0
2022;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;7.0;2.6;0.6666667;0.0
2023;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;0.0;1.6666666;0.4;0.0
2012;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;16.0;7.6666665;28.333334;14.0
2013;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;18.6;25.0;25.5;17.0
2014;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;9.25;19.0;13.625;0.0
2015;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;5.5;21.0;12.2;0.0
2016;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;25.0;19.5;15.222222;4.5
2017;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;14.0;12.6;19.5;0.0
2018;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;9.333333;82.166664;12.333333;0.0
2019;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;10.5;19.428572;18.3125;23.0
2020;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;5.0;12.266666;8.933333;0.0
2021;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;7.0;7.5;5.352941;0.0
2022;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;2.25;2.3076923;1.8421053;0.0
2023;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.6666667;0.0;0.125;0.0
2012;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;None;None;None;None
2013;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;None;None;None;None
2014;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;0.0;13.0;0.0;0.0
2015;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;44.0;0.0;0.0;0.0
2016;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;None;None;None;None
2017;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;0.0;0.0;0.0;82.0
2018;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;0.0;0.0;30.0;0.0
2019;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;0.0;0.0;11.333333;0.0
2020;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;0.0;1.0;0.0;0.0
2021;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;0.0;16.0;15.0;0.0
2022;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;1.0;2.0;1.0;0.0
2023;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;None;None;None;None
2012;AGH University of Science and Technology;Physics and Astronomy;9.987577;67.80121;10.348314;8.6285715
2013;AGH University of Science and Technology;Physics and Astronomy;11.804469;53.298782;15.03;6.714286
2014;AGH University of Science and Technology;Physics and Astronomy;9.244898;50.014286;14.093525;9.621212
2015;AGH University of Science and Technology;Physics and Astronomy;8.011429;50.884956;14.870968;8.306123
2016;AGH University of Science and Technology;Physics and Astronomy;9.773947;37.38191;11.158228;6.423077
2017;AGH University of Science and Technology;Physics and Astronomy;10.760736;34.372448;9.041667;4.0851064
2018;AGH University of Science and Technology;Physics and Astronomy;8.290816;33.935482;11.077922;13.591837
2019;AGH University of Science and Technology;Physics and Astronomy;6.8355265;26.322947;8.604651;5.913793
2020;AGH University of Science and Technology;Physics and Astronomy;4.9;19.427896;8.231293;6.5438595
2021;AGH University of Science and Technology;Physics and Astronomy;4.0804596;11.025052;4.779487;7.285714
2022;AGH University of Science and Technology;Physics and Astronomy;1.0849674;4.941032;1.2485876;1.25
2023;AGH University of Science and Technology;Physics and Astronomy;0.52459013;0.90654206;0.2739726;0.15384616
2012;Białystok University of Technology;Physics and Astronomy;12.9375;35.0;14.125;22.153847
2013;Białystok University of Technology;Physics and Astronomy;9.702127;10.0;9.0;9.708333
2014;Białystok University of Technology;Physics and Astronomy;10.060606;11.0;11.153846;15.066667
2015;Białystok University of Technology;Physics and Astronomy;10.6;6.0;8.736842;3.6923077
2016;Białystok University of Technology;Physics and Astronomy;8.4827585;8.214286;9.857142;9.944445
2017;Białystok University of Technology;Physics and Astronomy;6.75;6.4166665;8.333333;9.6875
2018;Białystok University of Technology;Physics and Astronomy;5.0571427;7.3636365;7.4545455;4.785714
2019;Białystok University of Technology;Physics and Astronomy;4.6666665;18.38889;10.15;6.2
2020;Białystok University of Technology;Physics and Astronomy;6.785714;18.666666;7.40625;5.2222223
2021;Białystok University of Technology;Physics and Astronomy;3.7586207;3.90625;4.972973;3.0
2022;Białystok University of Technology;Physics and Astronomy;1.4583334;2.1794872;1.85;2.0
2023;Białystok University of Technology;Physics and Astronomy;0.2857143;0.6;0.1904762;0.2
2012;Cracow University of Technology;Physics and Astronomy;15.217391;23.958334;25.37037;7.1538463
2013;Cracow University of Technology;Physics and Astronomy;9.266666;26.444445;13.8;22.695652
2014;Cracow University of Technology;Physics and Astronomy;8.433333;56.363636;11.634147;8.727273
2015;Cracow University of Technology;Physics and Astronomy;5.368421;27.15625;15.541667;7.869565
2016;Cracow University of Technology;Physics and Astronomy;15.735294;20.74074;9.46875;10.411765
2017;Cracow University of Technology;Physics and Astronomy;11.25;16.884615;6.2;6.740741
2018;Cracow University of Technology;Physics and Astronomy;6.762712;15.542857;12.644444;4.125
2019;Cracow University of Technology;Physics and Astronomy;8.903846;10.125;6.4897957;1.75
2020;Cracow University of Technology;Physics and Astronomy;8.434783;10.210526;11.512196;6.368421
2021;Cracow University of Technology;Physics and Astronomy;5.0666666;10.802469;7.586207;4.571429
2022;Cracow University of Technology;Physics and Astronomy;2.2;3.6785715;2.290909;0.6363636
2023;Cracow University of Technology;Physics and Astronomy;0.15384616;0.10344828;0.18181819;0.53333336
2012;University of Białystok;Physics and Astronomy;12.0;39.941177;8.363636;11.0
2013;University of Białystok;Physics and Astronomy;11.785714;25.1875;10.5;4.0
2014;University of Białystok;Physics and Astronomy;8.166667;27.511627;7.7777777;5.5
2015;University of Białystok;Physics and Astronomy;6.25;104.22222;8.9;2.3333333
2016;University of Białystok;Physics and Astronomy;3.0;177.0196;13.083333;14.0
2017;University of Białystok;Physics and Astronomy;5.7777777;203.45238;4.9444447;2.0
2018;University of Białystok;Physics and Astronomy;7.0833335;46.234043;14.625;24.333334
2019;University of Białystok;Physics and Astronomy;2.3333333;102.72;8.5;1.0
2020;University of Białystok;Physics and Astronomy;2.7;108.70588;7.733333;5.0
2021;University of Białystok;Physics and Astronomy;1.625;67.0;5.6086955;1.5
2022;University of Białystok;Physics and Astronomy;0.6666667;6.4666667;1.6666666;0.0
2023;University of Białystok;Physics and Astronomy;0.0;0.36363637;0.11111111;0.0
2012;Warsaw University of Technology;Physics and Astronomy;15.432624;74.5;12.987342;5.0140843
2013;Warsaw University of Technology;Physics and Astronomy;10.733767;45.882847;10.230263;8.536232
2014;Warsaw University of Technology;Physics and Astronomy;10.594771;48.127117;12.621302;5.632353
2015;Warsaw University of Technology;Physics and Astronomy;10.556818;32.86842;13.215686;3.3513513
2016;Warsaw University of Technology;Physics and Astronomy;8.169903;32.29973;11.015;4.3295455
2017;Warsaw University of Technology;Physics and Astronomy;7.2944784;34.17021;7.618812;6.6507936
2018;Warsaw University of Technology;Physics and Astronomy;4.08871;26.337868;6.521739;3.2736843
2019;Warsaw University of Technology;Physics and Astronomy;5.135;19.937126;7.086735;3.765625
2020;Warsaw University of Technology;Physics and Astronomy;5.4444447;14.342183;5.4;2.7205882
2021;Warsaw University of Technology;Physics and Astronomy;3.2951808;8.097561;3.8657243;3.275
2022;Warsaw University of Technology;Physics and Astronomy;1.1842105;3.594203;1.6038648;1.0227273
2023;Warsaw University of Technology;Physics and Astronomy;0.225;0.17391305;0.29577464;0.25
2012;Poznan University of Economics and Business;Physics and Astronomy;0.0;0.0;2.0;3.0
2013;Poznan University of Economics and Business;Physics and Astronomy;0.0;0.0;6.0;0.0
2014;Poznan University of Economics and Business;Physics and Astronomy;None;None;None;None
2015;Poznan University of Economics and Business;Physics and Astronomy;None;None;None;None
2016;Poznan University of Economics and Business;Physics and Astronomy;0.0;0.0;2.0;0.0
2017;Poznan University of Economics and Business;Physics and Astronomy;0.0;55.0;0.0;2.0
2018;Poznan University of Economics and Business;Physics and Astronomy;18.0;12.0;4.0;101.0
2019;Poznan University of Economics and Business;Physics and Astronomy;78.0;2.5;21.2;0.0
2020;Poznan University of Economics and Business;Physics and Astronomy;4.3333335;3.3333333;6.0;0.0
2021;Poznan University of Economics and Business;Physics and Astronomy;4.5;2.75;5.625;0.0
2022;Poznan University of Economics and Business;Physics and Astronomy;1.5;0.2;4.1666665;1.0
2023;Poznan University of Economics and Business;Physics and Astronomy;0.0;0.0;0.4;0.0
2012;AGH University of Science and Technology;Psychology;0.0;0.0;0.0;0.0
2013;AGH University of Science and Technology;Psychology;0.0;0.0;0.0;76.0
2014;AGH University of Science and Technology;Psychology;None;None;None;None
2015;AGH University of Science and Technology;Psychology;0.0;32.333332;0.0;0.0
2016;AGH University of Science and Technology;Psychology;2.0;0.0;24.0;0.0
2017;AGH University of Science and Technology;Psychology;2.0;0.0;5.3333335;4.75
2018;AGH University of Science and Technology;Psychology;1.0;0.0;14.0;0.0
2019;AGH University of Science and Technology;Psychology;0.0;82.0;13.0;7.0
2020;AGH University of Science and Technology;Psychology;0.0;25.0;4.5;79.0
2021;AGH University of Science and Technology;Psychology;0.0;22.0;1.0;0.0
2022;AGH University of Science and Technology;Psychology;0.0;0.5;0.0;0.0
2023;AGH University of Science and Technology;Psychology;0.0;2.0;0.0;0.0
2012;Białystok University of Technology;Psychology;None;None;None;None
2013;Białystok University of Technology;Psychology;None;None;None;None
2014;Białystok University of Technology;Psychology;None;None;None;None
2015;Białystok University of Technology;Psychology;0.0;0.0;11.0;0.0
2016;Białystok University of Technology;Psychology;None;None;None;None
2017;Białystok University of Technology;Psychology;None;None;None;None
2018;Białystok University of Technology;Psychology;0.0;3.0;1.0;0.0
2019;Białystok University of Technology;Psychology;0.0;1.0;0.0;0.0
2020;Białystok University of Technology;Psychology;0.0;0.0;0.0;3.0
2021;Białystok University of Technology;Psychology;3.0;3.6666667;17.0;0.0
2022;Białystok University of Technology;Psychology;1.0;2.0;1.0;0.0
2023;Białystok University of Technology;Psychology;None;None;None;None
2012;Cracow University of Technology;Psychology;None;None;None;None
2013;Cracow University of Technology;Psychology;None;None;None;None
2014;Cracow University of Technology;Psychology;0.0;0.0;2.0;0.0
2015;Cracow University of Technology;Psychology;None;None;None;None
2016;Cracow University of Technology;Psychology;None;None;None;None
2017;Cracow University of Technology;Psychology;None;None;None;None
2018;Cracow University of Technology;Psychology;0.0;0.0;0.0;0.0
2019;Cracow University of Technology;Psychology;0.0;82.0;0.0;0.0
2020;Cracow University of Technology;Psychology;None;None;None;None
2021;Cracow University of Technology;Psychology;0.0;7.0;0.0;0.0
2022;Cracow University of Technology;Psychology;None;None;None;None
2023;Cracow University of Technology;Psychology;None;None;None;None
2012;University of Białystok;Psychology;0.0;0.0;0.0;3.0
2013;University of Białystok;Psychology;0.0;0.0;0.0;3.0
2014;University of Białystok;Psychology;0.0;0.0;9.0;0.0
2015;University of Białystok;Psychology;0.0;0.0;0.0;0.0
2016;University of Białystok;Psychology;20.0;0.0;0.0;1.5
2017;University of Białystok;Psychology;3.0;26.0;0.0;0.5
2018;University of Białystok;Psychology;0.0;0.0;5.0;1.4
2019;University of Białystok;Psychology;6.5;17.5;4.0;0.5
2020;University of Białystok;Psychology;3.5;3.0;6.5;1.5
2021;University of Białystok;Psychology;12.666667;4.0;12.5;0.0
2022;University of Białystok;Psychology;0.25;7.8333335;0.33333334;0.0
2023;University of Białystok;Psychology;0.0;0.5;2.0;0.0
2012;Warsaw University of Technology;Psychology;0.0;0.0;14.0;5.0
2013;Warsaw University of Technology;Psychology;None;None;None;None
2014;Warsaw University of Technology;Psychology;0.0;0.0;1.0;0.0
2015;Warsaw University of Technology;Psychology;1.0;16.0;0.0;0.0
2016;Warsaw University of Technology;Psychology;None;None;None;None
2017;Warsaw University of Technology;Psychology;0.0;19.0;3.0;0.0
2018;Warsaw University of Technology;Psychology;0.0;24.5;22.0;3.0
2019;Warsaw University of Technology;Psychology;4.0;1.0;0.0;0.0
2020;Warsaw University of Technology;Psychology;3.0;3.5;7.0;0.0
2021;Warsaw University of Technology;Psychology;0.0;1.5;3.6666667;4.0
2022;Warsaw University of Technology;Psychology;0.0;0.0;1.5;0.0
2023;Warsaw University of Technology;Psychology;0.0;0.0;0.0;0.0
2012;Poznan University of Economics and Business;Psychology;None;None;None;None
2013;Poznan University of Economics and Business;Psychology;0.0;0.0;0.0;20.0
2014;Poznan University of Economics and Business;Psychology;None;None;None;None
2015;Poznan University of Economics and Business;Psychology;None;None;None;None
2016;Poznan University of Economics and Business;Psychology;37.0;6.0;8.0;0.0
2017;Poznan University of Economics and Business;Psychology;0.0;23.5;0.0;2.0
2018;Poznan University of Economics and Business;Psychology;11.0;0.0;0.0;4.6666665
2019;Poznan University of Economics and Business;Psychology;0.0;7.0;0.0;0.0
2020;Poznan University of Economics and Business;Psychology;0.0;8.0;0.0;0.0
2021;Poznan University of Economics and Business;Psychology;8.666667;10.0;48.0;0.22222222
2022;Poznan University of Economics and Business;Psychology;1.0;1.5;0.0;1.0
2023;Poznan University of Economics and Business;Psychology;1.5;0.0;0.0;0.0
2012;AGH University of Science and Technology;Social Sciences;9.636364;10.0;8.0;1.5
2013;AGH University of Science and Technology;Social Sciences;7.6;2.8;8.0;8.5
2014;AGH University of Science and Technology;Social Sciences;16.333334;19.333334;11.384615;2.8333333
2015;AGH University of Science and Technology;Social Sciences;20.75;41.0;5.1666665;14.75
2016;AGH University of Science and Technology;Social Sciences;4.117647;29.125;10.666667;6.428571
2017;AGH University of Science and Technology;Social Sciences;4.857143;44.666668;10.166667;3.75
2018;AGH University of Science and Technology;Social Sciences;6.2083335;12.466666;5.6086955;1.2444445
2019;AGH University of Science and Technology;Social Sciences;3.625;9.0625;8.961538;1.3333334
2020;AGH University of Science and Technology;Social Sciences;9.75;6.2777777;5.324324;11.0
2021;AGH University of Science and Technology;Social Sciences;2.409091;8.363636;4.3783784;1.7692307
2022;AGH University of Science and Technology;Social Sciences;0.8235294;1.3225807;0.8;0.53333336
2023;AGH University of Science and Technology;Social Sciences;0.0;0.2857143;0.6;0.16666667
2012;Białystok University of Technology;Social Sciences;17.0;0.0;0.0;3.1666667
2013;Białystok University of Technology;Social Sciences;13.0;0.0;1.0;1.5
2014;Białystok University of Technology;Social Sciences;3.5;5.0;6.5;2.5
2015;Białystok University of Technology;Social Sciences;5.0;2.0;8.0;1.25
2016;Białystok University of Technology;Social Sciences;10.666667;7.0;6.6;8.166667
2017;Białystok University of Technology;Social Sciences;6.3333335;3.0;3.6666667;0.4375
2018;Białystok University of Technology;Social Sciences;8.2;33.333332;9.090909;2.7
2019;Białystok University of Technology;Social Sciences;8.0;10.571428;13.0625;0.2857143
2020;Białystok University of Technology;Social Sciences;9.833333;9.0;19.666666;9.916667
2021;Białystok University of Technology;Social Sciences;1.8181819;1.2;5.2727275;4.5555553
2022;Białystok University of Technology;Social Sciences;0.5833333;1.4545455;2.1666667;0.44444445
2023;Białystok University of Technology;Social Sciences;0.0;0.0;0.33333334;0.0
2012;Cracow University of Technology;Social Sciences;1.0;0.0;3.0;1.0
2013;Cracow University of Technology;Social Sciences;3.5;14.0;7.0;4.0
2014;Cracow University of Technology;Social Sciences;17.75;2.8;9.142858;3.5714285
2015;Cracow University of Technology;Social Sciences;2.1333334;9.666667;4.0;3.6666667
2016;Cracow University of Technology;Social Sciences;6.0;10.333333;5.714286;1.3478261
2017;Cracow University of Technology;Social Sciences;10.2;8.0;5.0;1.9583334
2018;Cracow University of Technology;Social Sciences;14.3;11.444445;9.727273;4.2173915
2019;Cracow University of Technology;Social Sciences;6.5263157;9.590909;10.0;2.425926
2020;Cracow University of Technology;Social Sciences;5.2222223;6.64;6.357143;5.2727275
2021;Cracow University of Technology;Social Sciences;3.35;4.4545455;1.8888888;1.3636364
2022;Cracow University of Technology;Social Sciences;2.5;2.5;1.0714285;0.375
2023;Cracow University of Technology;Social Sciences;0.0;0.7777778;0.25;0.0
2012;University of Białystok;Social Sciences;0.0;11.5;15.5;2.1111112
2013;University of Białystok;Social Sciences;2.5;32.0;4.3333335;0.42857143
2014;University of Białystok;Social Sciences;0.0;3.0;9.0;1.9230769
2015;University of Białystok;Social Sciences;1.2;0.0;1.25;1.8235294
2016;University of Białystok;Social Sciences;2.5;3.0;13.666667;1.4705882
2017;University of Białystok;Social Sciences;0.0;10.25;10.0;2.4615386
2018;University of Białystok;Social Sciences;2.8;13.125;7.2;1.0909091
2019;University of Białystok;Social Sciences;14.0;3.6363637;5.3636365;0.3548387
2020;University of Białystok;Social Sciences;3.8333333;12.833333;4.25;0.5692308
2021;University of Białystok;Social Sciences;2.4545455;2.5;3.5384614;0.32876712
2022;University of Białystok;Social Sciences;2.2222223;0.44444445;0.7;0.0754717
2023;University of Białystok;Social Sciences;0.0;2.75;0.2;0.0
2012;Warsaw University of Technology;Social Sciences;9.875;7.1666665;5.8;2.25
2013;Warsaw University of Technology;Social Sciences;5.9411764;4.6666665;8.333333;16.727272
2014;Warsaw University of Technology;Social Sciences;31.384615;23.88889;10.3;3.357143
2015;Warsaw University of Technology;Social Sciences;5.571429;16.666666;21.8;8.272727
2016;Warsaw University of Technology;Social Sciences;3.4782608;18.125;10.407408;8.03125
2017;Warsaw University of Technology;Social Sciences;5.4074073;11.714286;6.0454545;7.5555553
2018;Warsaw University of Technology;Social Sciences;5.0740743;13.0;10.529411;2.3636363
2019;Warsaw University of Technology;Social Sciences;4.9259257;7.857143;5.4054055;2.2380953
2020;Warsaw University of Technology;Social Sciences;7.724138;4.16;5.6666665;1.85
2021;Warsaw University of Technology;Social Sciences;2.625;8.5161295;3.903226;2.3783784
2022;Warsaw University of Technology;Social Sciences;1.5625;2.3783784;1.0681819;0.4090909
2023;Warsaw University of Technology;Social Sciences;0.72727275;0.33333334;1.0;0.0
2012;Poznan University of Economics and Business;Social Sciences;58.5;6.75;9.333333;4.375
2013;Poznan University of Economics and Business;Social Sciences;175.5;0.0;3.0;1.6666666
2014;Poznan University of Economics and Business;Social Sciences;10.0;0.0;11.75;9.833333
2015;Poznan University of Economics and Business;Social Sciences;6.5;4.0;19.125;19.333334
2016;Poznan University of Economics and Business;Social Sciences;12.333333;14.714286;10.083333;3.875
2017;Poznan University of Economics and Business;Social Sciences;26.555555;18.3;22.714285;3.0833333
2018;Poznan University of Economics and Business;Social Sciences;10.888889;15.272727;21.714285;20.8
2019;Poznan University of Economics and Business;Social Sciences;14.142858;9.111111;11.611111;5.0
2020;Poznan University of Economics and Business;Social Sciences;6.7777777;19.733334;9.058824;7.4
2021;Poznan University of Economics and Business;Social Sciences;4.8333335;10.0;4.1153846;0.96
2022;Poznan University of Economics and Business;Social Sciences;1.9375;5.388889;2.75;0.45454547
2023;Poznan University of Economics and Business;Social Sciences;1.0;0.0;0.4;0.0
2012;AGH University of Science and Technology;Veterinary;0.0;0.0;1.0;0.0
2013;AGH University of Science and Technology;Veterinary;0.0;0.0;2.0;0.0
2014;AGH University of Science and Technology;Veterinary;None;None;None;None
2015;AGH University of Science and Technology;Veterinary;0.0;0.0;2.0;0.0
