year;universityId;subjectAreaId;InstitutionalValue;InternationalValue;NationalValue;SingleAuthorshipValue;InstitutionalPercentageValue;InternationalPercentageValue;NationalPercentageValue;SingleAuthorshipPercentageValue
2012;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;2.0;0.0;0.0;0.0;100.0;0.0;0.0
2013;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;0.0;0.0;2.0;0.0;0.0;0.0;100.0
2014;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;0.0;0.0;1.0;0.0;0.0;0.0;100.0
2015;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;0.0;2.0;0.0;0.0;0.0;100.0;0.0
2016;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;1.0;2.0;1.0;0.0;25.0;50.0;25.0
2017;Poznan University of Economics and Business;Earth and Planetary Sciences;1.0;0.0;1.0;2.0;25.0;0.0;25.0;50.0
2018;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;1.0;1.0;3.0;0.0;20.0;20.0;60.000004
2019;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0
2020;Poznan University of Economics and Business;Earth and Planetary Sciences;1.0;1.0;1.0;0.0;33.333336;33.333336;33.333336;0.0
2021;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;1.0;2.0;0.0;0.0;33.333336;66.66667;0.0
2022;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;2.0;1.0;0.0;0.0;66.66667;33.333336;0.0
2023;Poznan University of Economics and Business;Earth and Planetary Sciences;None;None;None;None;None;None;None;None
2012;AGH University of Science and Technology;Economics, Econometrics and Finance;3.0;1.0;2.0;1.0;42.857143;14.285715;28.57143;14.285715
2013;AGH University of Science and Technology;Economics, Econometrics and Finance;0.0;2.0;0.0;2.0;0.0;50.0;0.0;50.0
2014;AGH University of Science and Technology;Economics, Econometrics and Finance;3.0;1.0;8.0;0.0;25.0;8.333334;66.66667;0.0
2015;AGH University of Science and Technology;Economics, Econometrics and Finance;4.0;2.0;0.0;2.0;50.0;25.0;0.0;25.0
2016;AGH University of Science and Technology;Economics, Econometrics and Finance;3.0;0.0;4.0;4.0;27.272728;0.0;36.363636;36.363636
2017;AGH University of Science and Technology;Economics, Econometrics and Finance;6.0;6.0;8.0;6.0;23.076923;23.076923;30.769232;23.076923
2018;AGH University of Science and Technology;Economics, Econometrics and Finance;5.0;3.0;4.0;22.0;14.705883;8.823529;11.764706;64.70589
2019;AGH University of Science and Technology;Economics, Econometrics and Finance;5.0;10.0;9.0;6.0;16.666668;33.333336;30.000002;20.0
2020;AGH University of Science and Technology;Economics, Econometrics and Finance;1.0;5.0;8.0;4.0;5.555556;27.777779;44.444447;22.222223
2021;AGH University of Science and Technology;Economics, Econometrics and Finance;7.0;7.0;9.0;5.0;25.0;25.0;32.142857;17.857143
2022;AGH University of Science and Technology;Economics, Econometrics and Finance;6.0;12.0;12.0;4.0;17.647058;35.294117;35.294117;11.764706
2023;AGH University of Science and Technology;Economics, Econometrics and Finance;2.0;2.0;1.0;0.0;40.0;40.0;20.0;0.0
2012;Białystok University of Technology;Economics, Econometrics and Finance;0.0;0.0;0.0;1.0;0.0;0.0;0.0;100.0
2013;Białystok University of Technology;Economics, Econometrics and Finance;3.0;0.0;2.0;5.0;30.000002;0.0;20.0;50.0
2014;Białystok University of Technology;Economics, Econometrics and Finance;8.0;2.0;0.0;2.0;66.66667;16.666668;0.0;16.666668
2015;Białystok University of Technology;Economics, Econometrics and Finance;8.0;3.0;2.0;1.0;57.14286;21.428572;14.285715;7.1428576
2016;Białystok University of Technology;Economics, Econometrics and Finance;2.0;4.0;1.0;5.0;16.666668;33.333336;8.333334;41.666664
2017;Białystok University of Technology;Economics, Econometrics and Finance;6.0;0.0;5.0;5.0;37.5;0.0;31.25;31.25
2018;Białystok University of Technology;Economics, Econometrics and Finance;2.0;2.0;4.0;8.0;12.5;12.5;25.0;50.0
2019;Białystok University of Technology;Economics, Econometrics and Finance;5.0;1.0;4.0;10.0;25.0;5.0;20.0;50.0
2020;Białystok University of Technology;Economics, Econometrics and Finance;9.0;4.0;9.0;20.0;21.428572;9.523809;21.428572;47.61905
2021;Białystok University of Technology;Economics, Econometrics and Finance;15.0;6.0;7.0;9.0;40.54054;16.216215;18.918919;24.324326
2022;Białystok University of Technology;Economics, Econometrics and Finance;13.0;7.0;8.0;8.0;36.11111;19.444445;22.222223;22.222223
2023;Białystok University of Technology;Economics, Econometrics and Finance;None;None;None;None;None;None;None;None
2012;Cracow University of Technology;Economics, Econometrics and Finance;None;None;None;None;None;None;None;None
2013;Cracow University of Technology;Economics, Econometrics and Finance;1.0;0.0;1.0;0.0;50.0;0.0;50.0;0.0
2014;Cracow University of Technology;Economics, Econometrics and Finance;0.0;1.0;2.0;0.0;0.0;33.333336;66.66667;0.0
2015;Cracow University of Technology;Economics, Econometrics and Finance;10.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
2016;Cracow University of Technology;Economics, Econometrics and Finance;1.0;0.0;3.0;9.0;7.692308;0.0;23.076923;69.230774
2017;Cracow University of Technology;Economics, Econometrics and Finance;2.0;0.0;0.0;6.0;25.0;0.0;0.0;75.0
2018;Cracow University of Technology;Economics, Econometrics and Finance;1.0;1.0;1.0;1.0;25.0;25.0;25.0;25.0
2019;Cracow University of Technology;Economics, Econometrics and Finance;1.0;0.0;4.0;29.0;2.9411764;0.0;11.764706;85.29411
2020;Cracow University of Technology;Economics, Econometrics and Finance;2.0;4.0;0.0;0.0;33.333336;66.66667;0.0;0.0
2021;Cracow University of Technology;Economics, Econometrics and Finance;0.0;2.0;3.0;0.0;0.0;40.0;60.000004;0.0
2022;Cracow University of Technology;Economics, Econometrics and Finance;0.0;1.0;0.0;1.0;0.0;50.0;0.0;50.0
2023;Cracow University of Technology;Economics, Econometrics and Finance;0.0;8.0;0.0;0.0;0.0;100.0;0.0;0.0
2012;University of Białystok;Economics, Econometrics and Finance;0.0;0.0;0.0;1.0;0.0;0.0;0.0;100.0
2013;University of Białystok;Economics, Econometrics and Finance;0.0;0.0;1.0;2.0;0.0;0.0;33.333336;66.66667
2014;University of Białystok;Economics, Econometrics and Finance;0.0;1.0;0.0;1.0;0.0;50.0;0.0;50.0
2015;University of Białystok;Economics, Econometrics and Finance;1.0;0.0;2.0;2.0;20.0;0.0;40.0;40.0
2016;University of Białystok;Economics, Econometrics and Finance;1.0;1.0;0.0;7.0;11.111112;11.111112;0.0;77.77778
2017;University of Białystok;Economics, Econometrics and Finance;2.0;1.0;4.0;3.0;20.0;10.0;40.0;30.000002
2018;University of Białystok;Economics, Econometrics and Finance;5.0;1.0;2.0;4.0;41.666664;8.333334;16.666668;33.333336
2019;University of Białystok;Economics, Econometrics and Finance;1.0;2.0;3.0;3.0;11.111112;22.222223;33.333336;33.333336
2020;University of Białystok;Economics, Econometrics and Finance;2.0;0.0;2.0;6.0;20.0;0.0;20.0;60.000004
2021;University of Białystok;Economics, Econometrics and Finance;1.0;1.0;3.0;2.0;14.285715;14.285715;42.857143;28.57143
2022;University of Białystok;Economics, Econometrics and Finance;1.0;1.0;4.0;3.0;11.111112;11.111112;44.444447;33.333336
2023;University of Białystok;Economics, Econometrics and Finance;0.0;2.0;0.0;0.0;0.0;100.0;0.0;0.0
2012;Warsaw University of Technology;Economics, Econometrics and Finance;0.0;2.0;0.0;2.0;0.0;50.0;0.0;50.0
2013;Warsaw University of Technology;Economics, Econometrics and Finance;0.0;0.0;0.0;2.0;0.0;0.0;0.0;100.0
2014;Warsaw University of Technology;Economics, Econometrics and Finance;1.0;2.0;1.0;11.0;6.666667;13.333334;6.666667;73.333336
2015;Warsaw University of Technology;Economics, Econometrics and Finance;1.0;3.0;1.0;4.0;11.111112;33.333336;11.111112;44.444447
2016;Warsaw University of Technology;Economics, Econometrics and Finance;11.0;1.0;0.0;4.0;68.75;6.25;0.0;25.0
2017;Warsaw University of Technology;Economics, Econometrics and Finance;1.0;5.0;2.0;4.0;8.333334;41.666664;16.666668;33.333336
2018;Warsaw University of Technology;Economics, Econometrics and Finance;0.0;4.0;6.0;5.0;0.0;26.666668;40.0;33.333336
2019;Warsaw University of Technology;Economics, Econometrics and Finance;4.0;3.0;5.0;6.0;22.222223;16.666668;27.777779;33.333336
2020;Warsaw University of Technology;Economics, Econometrics and Finance;7.0;6.0;8.0;27.0;14.583333;12.5;16.666668;56.25
2021;Warsaw University of Technology;Economics, Econometrics and Finance;11.0;4.0;5.0;18.0;28.947369;10.526316;13.157895;47.368423
2022;Warsaw University of Technology;Economics, Econometrics and Finance;6.0;8.0;13.0;14.0;14.634146;19.512194;31.707317;34.146343
2023;Warsaw University of Technology;Economics, Econometrics and Finance;4.0;0.0;4.0;6.0;28.57143;0.0;28.57143;42.857143
2012;Poznan University of Economics and Business;Economics, Econometrics and Finance;3.0;3.0;4.0;9.0;15.789473;15.789473;21.052631;47.368423
2013;Poznan University of Economics and Business;Economics, Econometrics and Finance;8.0;1.0;5.0;23.0;21.621622;2.7027028;13.513513;62.162163
2014;Poznan University of Economics and Business;Economics, Econometrics and Finance;9.0;3.0;9.0;21.0;21.428572;7.1428576;21.428572;50.0
2015;Poznan University of Economics and Business;Economics, Econometrics and Finance;17.0;7.0;10.0;20.0;31.48148;12.962963;18.518518;37.037037
2016;Poznan University of Economics and Business;Economics, Econometrics and Finance;7.0;10.0;15.0;28.0;11.666667;16.666668;25.0;46.666668
2017;Poznan University of Economics and Business;Economics, Econometrics and Finance;14.0;12.0;12.0;26.0;21.875;18.75;18.75;40.625
2018;Poznan University of Economics and Business;Economics, Econometrics and Finance;12.0;16.0;12.0;30.0;17.142859;22.857143;17.142859;42.857143
2019;Poznan University of Economics and Business;Economics, Econometrics and Finance;13.0;22.0;19.0;18.0;18.055555;30.555555;26.38889;25.0
2020;Poznan University of Economics and Business;Economics, Econometrics and Finance;20.0;23.0;21.0;27.0;21.978022;25.274727;23.076923;29.67033
2021;Poznan University of Economics and Business;Economics, Econometrics and Finance;25.0;37.0;14.0;20.0;26.041666;38.541664;14.583333;20.833332
2022;Poznan University of Economics and Business;Economics, Econometrics and Finance;33.0;36.0;22.0;21.0;29.464287;32.142857;19.642857;18.75
2023;Poznan University of Economics and Business;Economics, Econometrics and Finance;8.0;16.0;2.0;6.0;25.0;50.0;6.25;18.75
2012;AGH University of Science and Technology;Energy;14.0;9.0;15.0;9.0;29.787233;19.148937;31.914892;19.148937
2013;AGH University of Science and Technology;Energy;16.0;12.0;22.0;4.0;29.62963;22.222223;40.74074;7.4074073
2014;AGH University of Science and Technology;Energy;16.0;16.0;19.0;8.0;27.118645;27.118645;32.203392;13.559322
2015;AGH University of Science and Technology;Energy;36.0;30.0;26.0;6.0;36.734695;30.612246;26.530611;6.122449
2016;AGH University of Science and Technology;Energy;93.0;35.0;57.0;26.0;44.07583;16.587677;27.014217;12.322274
2017;AGH University of Science and Technology;Energy;96.0;42.0;72.0;26.0;40.677963;17.79661;30.508474;11.01695
2018;AGH University of Science and Technology;Energy;119.0;52.0;59.0;42.0;43.75;19.117647;21.691175;15.441176
2019;AGH University of Science and Technology;Energy;95.0;77.0;77.0;30.0;34.05018;27.598566;27.598566;10.752688
2020;AGH University of Science and Technology;Energy;83.0;77.0;90.0;21.0;30.627308;28.413284;33.21033;7.749078
2021;AGH University of Science and Technology;Energy;141.0;86.0;130.0;41.0;35.427135;21.60804;32.663315;10.301507
2022;AGH University of Science and Technology;Energy;113.0;106.0;96.0;24.0;33.333336;31.268436;28.318584;7.079646
2023;AGH University of Science and Technology;Energy;34.0;48.0;34.0;9.0;27.2;38.4;27.2;7.2
2012;Białystok University of Technology;Energy;0.0;1.0;2.0;1.0;0.0;25.0;50.0;25.0
2013;Białystok University of Technology;Energy;1.0;2.0;0.0;1.0;25.0;50.0;0.0;25.0
2014;Białystok University of Technology;Energy;4.0;3.0;1.0;2.0;40.0;30.000002;10.0;20.0
2015;Białystok University of Technology;Energy;0.0;4.0;2.0;1.0;0.0;57.14286;28.57143;14.285715
2016;Białystok University of Technology;Energy;8.0;0.0;3.0;2.0;61.538464;0.0;23.076923;15.384616
2017;Białystok University of Technology;Energy;14.0;3.0;8.0;14.0;35.897438;7.692308;20.512821;35.897438
2018;Białystok University of Technology;Energy;22.0;7.0;10.0;15.0;40.74074;12.962963;18.518518;27.777779
2019;Białystok University of Technology;Energy;18.0;14.0;24.0;12.0;26.470589;20.588236;35.294117;17.647058
2020;Białystok University of Technology;Energy;27.0;23.0;19.0;8.0;35.064934;29.870129;24.675325;10.38961
2021;Białystok University of Technology;Energy;23.0;18.0;26.0;8.0;30.666668;24.0;34.666668;10.666667
2022;Białystok University of Technology;Energy;23.0;21.0;22.0;4.0;32.857143;30.000002;31.428572;5.714286
2023;Białystok University of Technology;Energy;5.0;11.0;16.0;5.0;13.513513;29.72973;43.243244;13.513513
2012;Cracow University of Technology;Energy;5.0;2.0;0.0;2.0;55.555557;22.222223;0.0;22.222223
2013;Cracow University of Technology;Energy;7.0;3.0;8.0;15.0;21.212122;9.090909;24.242424;45.454548
2014;Cracow University of Technology;Energy;10.0;1.0;6.0;1.0;55.555557;5.555556;33.333336;5.555556
2015;Cracow University of Technology;Energy;7.0;7.0;3.0;6.0;30.434782;30.434782;13.043478;26.086956
2016;Cracow University of Technology;Energy;20.0;7.0;8.0;6.0;48.780487;17.073172;19.512194;14.634146
2017;Cracow University of Technology;Energy;26.0;8.0;8.0;19.0;42.62295;13.114754;13.114754;31.14754
2018;Cracow University of Technology;Energy;24.0;12.0;16.0;21.0;32.876713;16.438356;21.917809;28.767124
2019;Cracow University of Technology;Energy;46.0;34.0;23.0;13.0;39.655174;29.310345;19.827587;11.206897
2020;Cracow University of Technology;Energy;33.0;19.0;23.0;7.0;40.243904;23.170732;28.04878;8.536586
2021;Cracow University of Technology;Energy;53.0;24.0;44.0;26.0;36.05442;16.32653;29.93197;17.687075
2022;Cracow University of Technology;Energy;38.0;29.0;29.0;2.0;38.77551;29.591837;29.591837;2.0408163
2023;Cracow University of Technology;Energy;11.0;15.0;11.0;7.0;25.0;34.090908;25.0;15.909091
2012;University of Białystok;Energy;0.0;1.0;0.0;0.0;0.0;100.0;0.0;0.0
2013;University of Białystok;Energy;4.0;2.0;2.0;0.0;50.0;25.0;25.0;0.0
2014;University of Białystok;Energy;1.0;0.0;2.0;0.0;33.333336;0.0;66.66667;0.0
2015;University of Białystok;Energy;5.0;1.0;0.0;0.0;83.33333;16.666668;0.0;0.0
2016;University of Białystok;Energy;1.0;2.0;0.0;1.0;25.0;50.0;0.0;25.0
2017;University of Białystok;Energy;0.0;2.0;0.0;1.0;0.0;66.66667;0.0;33.333336
2018;University of Białystok;Energy;1.0;1.0;0.0;0.0;50.0;50.0;0.0;0.0
2019;University of Białystok;Energy;3.0;0.0;2.0;1.0;50.0;0.0;33.333336;16.666668
2020;University of Białystok;Energy;1.0;1.0;2.0;1.0;20.0;20.0;40.0;20.0
2021;University of Białystok;Energy;0.0;2.0;4.0;0.0;0.0;33.333336;66.66667;0.0
2022;University of Białystok;Energy;0.0;2.0;6.0;1.0;0.0;22.222223;66.66667;11.111112
2023;University of Białystok;Energy;0.0;2.0;3.0;0.0;0.0;40.0;60.000004;0.0
2012;Warsaw University of Technology;Energy;11.0;11.0;5.0;6.0;33.333336;33.333336;15.151516;18.181818
2013;Warsaw University of Technology;Energy;25.0;29.0;19.0;12.0;29.411766;34.11765;22.352942;14.117648
2014;Warsaw University of Technology;Energy;32.0;23.0;19.0;10.0;38.095238;27.380953;22.619047;11.904762
2015;Warsaw University of Technology;Energy;46.0;30.0;24.0;7.0;42.990654;28.037384;22.429905;6.542056
2016;Warsaw University of Technology;Energy;33.0;29.0;26.0;8.0;34.375;30.208334;27.083334;8.333334
2017;Warsaw University of Technology;Energy;58.0;48.0;40.0;15.0;36.024845;29.813665;24.84472;9.31677
2018;Warsaw University of Technology;Energy;60.0;44.0;36.0;27.0;35.928146;26.347307;21.556885;16.167664
2019;Warsaw University of Technology;Energy;68.0;51.0;50.0;20.0;35.978836;26.984129;26.455027;10.58201
2020;Warsaw University of Technology;Energy;73.0;59.0;49.0;16.0;37.05584;29.94924;24.873096;8.121827
2021;Warsaw University of Technology;Energy;105.0;69.0;105.0;19.0;35.234898;23.154364;35.234898;6.3758388
2022;Warsaw University of Technology;Energy;81.0;82.0;104.0;14.0;28.825623;29.181496;37.010677;4.9822063
2023;Warsaw University of Technology;Energy;36.0;30.0;31.0;7.0;34.615387;28.846153;29.807693;6.7307696
2012;Poznan University of Economics and Business;Energy;0.0;0.0;1.0;1.0;0.0;0.0;50.0;50.0
2013;Poznan University of Economics and Business;Energy;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0
2014;Poznan University of Economics and Business;Energy;1.0;0.0;2.0;0.0;33.333336;0.0;66.66667;0.0
2015;Poznan University of Economics and Business;Energy;None;None;None;None;None;None;None;None
2016;Poznan University of Economics and Business;Energy;1.0;1.0;1.0;2.0;20.0;20.0;20.0;40.0
2017;Poznan University of Economics and Business;Energy;1.0;1.0;1.0;1.0;25.0;25.0;25.0;25.0
2018;Poznan University of Economics and Business;Energy;3.0;3.0;1.0;1.0;37.5;37.5;12.5;12.5
2019;Poznan University of Economics and Business;Energy;2.0;1.0;9.0;1.0;15.384616;7.692308;69.230774;7.692308
2020;Poznan University of Economics and Business;Energy;5.0;6.0;11.0;5.0;18.518518;22.222223;40.74074;18.518518
2021;Poznan University of Economics and Business;Energy;3.0;9.0;27.0;2.0;7.317073;21.95122;65.85366;4.8780484
2022;Poznan University of Economics and Business;Energy;8.0;9.0;10.0;2.0;27.586206;31.034481;34.482758;6.8965516
2023;Poznan University of Economics and Business;Energy;1.0;1.0;3.0;1.0;16.666668;16.666668;50.0;16.666668
2012;AGH University of Science and Technology;Engineering;242.0;155.0;96.0;72.0;42.83186;27.433628;16.99115;12.743362
2013;AGH University of Science and Technology;Engineering;259.0;145.0;125.0;88.0;41.97731;23.50081;20.25932;14.262562
2014;AGH University of Science and Technology;Engineering;322.0;158.0;190.0;91.0;42.312748;20.762154;24.96715;11.957951
2015;AGH University of Science and Technology;Engineering;325.0;185.0;214.0;81.0;40.37267;22.981367;26.58385;10.062112
2016;AGH University of Science and Technology;Engineering;371.0;206.0;237.0;82.0;41.40625;22.991072;26.450893;9.151786
